N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
5006,Software Engineer,JavaScript,,3,2,1500,700,Киев,до 50 человек,Продуктовая,мужской,26,Незаконченное высшее,НУПТ,False,ниже среднего,"Веб-разработка,Корпоративные системы",19/06/2017 11:26:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,1500,,DEV,1678.630073800738
5007,Software Engineer,JavaScript,,4,2,2000,300,Киев,свыше 1000 человек,Аутсорсинговая,мужской,24,Высшее,НТУУ «КПИ»,False,выше среднего,"Desktop Applications,Мультимедиа",19/06/2017 11:33:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,2000,,DEV,1678.630073800738
5009,Software Engineer,JavaScript,,1.5,0.5,950,450,Киев,до 50 человек,Аутсорсинговая,мужской,20,Высшее,НТУУ «КПИ»,True,средний,Веб-разработка,19/06/2017 11:55:25,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36",1.5,0.5,950,,DEV,1678.630073800738
5026,Software Engineer,Java,,8,1,2800,1100,Харьков,до 10 человек,Аутстаффинговая,мужской,32,Высшее,НТУ «ХПИ»,False,средний,Веб-разработка,19/06/2017 15:35:46,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,8.0,1.0,2800,,DEV,1678.630073800738
5031,Software Engineer,Scala,,4,1.5,2800,400,Харьков,до 200 человек,Аутстаффинговая,мужской,31,Высшее,ХНЭУ,False,выше среднего,"Веб-разработка,Финансы и банки",19/06/2017 16:23:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,1.5,2800,,DEV,1678.630073800738
5035,Software Engineer,Ruby/Rails,,2,1.5,1000,500,Удаленно,до 10 человек,Продуктовая,мужской,22,Высшее,Другой вуз,True,выше среднего,Веб-разработка,19/06/2017 16:52:32,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",2.0,1.5,1000,,DEV,1678.630073800738
5040,Software Engineer,JavaScript,,2,меньше 3 месяцев,1995,1000,Киев,свыше 1000 человек,Аутсорсинговая,женский,24,Высшее,КНУ им. Шевченко,False,средний,"Веб-разработка,Корпоративные системы",19/06/2017 17:26:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,1995,,DEV,1678.630073800738
5046,Software Engineer,JavaScript,,3,0.25,2450,1150,Киев,до 10 человек,Аутстаффинговая,мужской,23,Высшее,НТУУ «КПИ»,False,ниже среднего,Веб-разработка,19/06/2017 19:43:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,2450,,DEV,1678.630073800738
5052,Software Engineer,Python,,2,0.5,1800,300,Киев,до 200 человек,Аутсорсинговая,мужской,29,Высшее,КНУТД,False,продвинутый,Веб-разработка,19/06/2017 20:34:46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,1800,,DEV,1678.630073800738
5053,Software Engineer,C#/.NET,,2,2,1250,550,Киев,до 10 человек,Аутсорсинговая,мужской,23,Высшее,НАУ,False,средний,Веб-разработка,19/06/2017 20:38:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1250,,DEV,1678.630073800738
5055,Software Engineer,C#/.NET,,2,1,1000,700,Львов,до 10 человек,Аутсорсинговая,мужской,23,Высшее,Львовская Политехника,False,средний,Gamedev,19/06/2017 20:59:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1000,,DEV,1678.630073800738
5056,Software Engineer,JavaScript,,1,меньше 3 месяцев,1000,800,Харьков,до 200 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,Другой вуз,True,средний,"Android,iOS",19/06/2017 21:03:10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,1000,,DEV,1678.630073800738
5061,Software Engineer,PHP,,5,3,1000,500,Другой,до 10 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,19/06/2017 21:43:15,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.881",5.0,3.0,1000,,DEV,1678.630073800738
5069,Software Engineer,Swift,,3,меньше 3 месяцев,2600,1200,Харьков,до 200 человек,Другая,мужской,21,Высшее,НТУ «ХПИ»,False,средний,iOS,19/06/2017 22:47:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898",3.0,0.0,2600,,DEV,1678.630073800738
5079,Software Engineer,C++,,4,4,1800,220,Львов,до 1000 человек,Аутсорсинговая,мужской,26,Высшее,Львовская Политехника,False,выше среднего,Desktop Applications,20/06/2017 00:09:37,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,1800,,DEV,1678.630073800738
5081,Software Engineer,PHP,,2,0.25,700,200,Киев,до 50 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,НАУ,False,выше среднего,Веб-разработка,20/06/2017 00:28:53,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.25,700,,DEV,1678.630073800738
5083,Software Engineer,C#/.NET,,3,1,2300,0,Харьков,до 200 человек,Аутсорсинговая,женский,27,Высшее,ХНУ им. Каразина,False,средний,"Веб-разработка,Другое",20/06/2017 01:05:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2300,,DEV,1678.630073800738
5093,Software Engineer,C++,,5,2,2000,100,Харьков,до 200 человек,Продуктовая,мужской,25,Высшее,ХНУРЭ,False,выше среднего,Gamedev,20/06/2017 09:59:26,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,5.0,2.0,2000,,DEV,1678.630073800738
5098,Software Engineer,Python,,4,3,1050,200,Кропивницкий,до 200 человек,Аутсорсинговая,мужской,26,Высшее,Другой вуз,False,элементарный,"Веб-разработка,eCommerce",20/06/2017 10:27:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,3.0,1050,,DEV,1678.630073800738
5100,Software Engineer,PHP,,2,2,530,230,Львов,до 10 человек,Другая,мужской,23,Высшее,Другой вуз,False,средний,Веб-разработка,20/06/2017 10:29:37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,530,,DEV,1678.630073800738
5101,Software Engineer,C++,,10 и более лет,0.5,2000,-500,Киев,до 200 человек,Продуктовая,мужской,32,Высшее,НТУУ «КПИ»,False,выше среднего,Gamedev,20/06/2017 10:35:51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,2000,,DEV,1678.630073800738
5105,Software Engineer,1С,,3,0.25,940,500,Киев,до 10 человек,Продуктовая,мужской,25,Высшее,Другой вуз,False,элементарный,Корпоративные системы,20/06/2017 10:51:15,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,940,,DEV,1678.630073800738
5108,Software Engineer,C++,,5,0.25,3000,1000,Киев,до 1000 человек,Продуктовая,мужской,27,Высшее,КНУ им. Шевченко,False,средний,"Системное программирование,Корпоративные системы",20/06/2017 11:18:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.114 Safari/537.36 Vivaldi/1.9.818.50",5.0,0.25,3000,,DEV,1678.630073800738
5109,Software Engineer,C#/.NET,,4,0.25,1500,150,Львов,до 50 человек,Аутсорсинговая,мужской,29,Высшее,Львовская Политехника,False,ниже среднего,,20/06/2017 11:25:26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.25,1500,,DEV,1678.630073800738
5113,Software Engineer,PHP,,3,1.5,1100,200,Киев,до 10 человек,Стартап,женский,25,Высшее,ВНУ им. Даля,False,средний,"Веб-разработка,eCommerce",20/06/2017 11:39:05,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.5,1100,,DEV,1678.630073800738
5114,Software Engineer,Ruby/Rails,,3,0.5,1400,300,Харьков,до 200 человек,Аутсорсинговая,мужской,21,Высшее,СумГУ,False,средний,Веб-разработка,20/06/2017 11:48:18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,3.0,0.5,1400,,DEV,1678.630073800738
5120,Software Engineer,C#/.NET,,5,2,2100,100,Львов,до 200 человек,Аутсорсинговая,мужской,35,Высшее,ЛНУ им. Франко,False,средний,Desktop Applications,20/06/2017 12:13:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,2100,,DEV,1678.630073800738
5124,Software Engineer,Java,,2,меньше 3 месяцев,1000,300,Винница,до 50 человек,Аутстаффинговая,мужской,25,Техникум / Колледж,,False,средний,Android,20/06/2017 12:44:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,1000,,DEV,1678.630073800738
5129,Software Engineer,PHP,,5,0.5,1600,400,Харьков,до 200 человек,Аутсорсинговая,мужской,22,Высшее,ХНУРЭ,True,ниже среднего,"Веб-разработка,eCommerce",20/06/2017 12:53:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.5,1600,,DEV,1678.630073800738
5139,Software Engineer,PHP,,1.5,0.5,600,200,Киев,до 50 человек,Аутсорсинговая,мужской,33,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,eCommerce",20/06/2017 13:28:03,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,1.5,0.5,600,,DEV,1678.630073800738
5145,Software Engineer,C++,,10 и более лет,10 и более лет,950,0,Киев,до 50 человек,Продуктовая,мужской,37,Высшее,КНУСА,False,средний,Другое,20/06/2017 13:57:18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,10.0,950,,DEV,1678.630073800738
5149,Software Engineer,JavaScript,,1,1,1200,1000,Киев,свыше 1000 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,НТУУ «КПИ»,True,средний,Веб-разработка,20/06/2017 14:19:30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,1200,,DEV,1678.630073800738
5152,Software Engineer,C#/.NET,,3,1.5,1400,600,Харьков,до 50 человек,Продуктовая,мужской,30,Два высших,ХАИ,False,ниже среднего,"Desktop Applications,Телекоммуникации",20/06/2017 14:32:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.5,1400,,DEV,1678.630073800738
5154,Software Engineer,Java,,10 и более лет,6,2800,50,Другой,до 10 человек,Продуктовая,мужской,32,Высшее,Другой вуз,False,средний,"Телекоммуникации,Корпоративные системы",20/06/2017 14:36:46,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45.0,10.0,6.0,2800,,DEV,1678.630073800738
5164,Software Engineer,Java,,2,2,2100,1100,Киев,до 1000 человек,Аутсорсинговая,мужской,22,Высшее,КНУ им. Шевченко,False,выше среднего,Финансы и банки,20/06/2017 15:19:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,2100,,DEV,1678.630073800738
5167,Software Engineer,JavaScript,,3,меньше 3 месяцев,1900,800,Львов,до 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",20/06/2017 15:29:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.0,1900,,DEV,1678.630073800738
5183,Software Engineer,Ruby/Rails,,2,меньше 3 месяцев,2500,1500,Удаленно,до 10 человек,Продуктовая,мужской,20,Среднее,,False,выше среднего,Веб-разработка,20/06/2017 16:21:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,2500,,DEV,1678.630073800738
5186,Software Engineer,PHP,,10 и более лет,3,2000,1000,Винница,до 50 человек,Продуктовая,мужской,31,Высшее,ВНТУ,False,элементарный,"Веб-разработка,Корпоративные системы",20/06/2017 16:22:10,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,3.0,2000,,DEV,1678.630073800738
5194,Software Engineer,Java,,3,1,2100,300,Киев,до 200 человек,Аутсорсинговая,мужской,21,Высшее,Другой вуз,False,средний,Android,20/06/2017 16:22:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3.0,1.0,2100,,DEV,1678.630073800738
5195,Software Engineer,Objective-C,,5,2,2300,500,Киев,до 50 человек,Аутстаффинговая,мужской,30,Высшее,НАУ,False,средний,iOS,20/06/2017 16:22:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",5.0,2.0,2300,,DEV,1678.630073800738
5198,Software Engineer,Java,,3,меньше 3 месяцев,2660,1000,Киев,до 50 человек,Продуктовая,мужской,22,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,"Веб-разработка,Корпоративные системы",20/06/2017 16:23:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.0,2660,,DEV,1678.630073800738
5199,Software Engineer,Scala,,2,1,1200,600,Днепр,до 200 человек,Аутсорсинговая,мужской,25,Среднее,,False,средний,Веб-разработка,20/06/2017 16:23:27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:55.0) Gecko/20100101 Firefox/55.0,2.0,1.0,1200,,DEV,1678.630073800738
5208,Software Engineer,JavaScript,,2,меньше 3 месяцев,1000,300,Киев,до 1000 человек,Аутсорсинговая,мужской,29,Высшее,ХАИ,False,средний,eCommerce,20/06/2017 16:24:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,0.0,1000,,DEV,1678.630073800738
5212,Software Engineer,Ruby/Rails,,5,1.5,2000,0,Удаленно,до 50 человек,Аутсорсинговая,мужской,33,Высшее,Другой вуз,False,выше среднего,Веб-разработка,20/06/2017 16:24:51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,1.5,2000,,DEV,1678.630073800738
